,haiku,colors,lines,syllables,total_syllables
49089,sunday afternoon / a steam train / pushes back the fog,[],3,"(5, 3, 5)",13
49090,eating rice / how many stars are / in the sky,['sky'],3,"(3, 6, 3)",12
49091,falling leaves / a trail of clothing / leads to the bed,[],3,"(4, 5, 4)",13
49092,biting his nails / a little boy watches / the outgoing tide,[],3,"(4, 6, 4)",14
49093,cold night / my reflection / sipping coffee,['coffee'],3,"(2, 4, 4)",10
49094,moon viewing / just me and spider / tonight,[],3,"(3, 5, 2)",10
49095,the moose gruntsagain / the nylon tent walls / seem thinner,[],3,"(6, 5, 3)",14
49096,moon viewing / warming my hands / with a cup of coffee,['coffee'],3,"(3, 4, 6)",13
49097,all hallows eve / stars paint the / cemetery ground,[],3,"(5, 3, 5)",13
49098,all saints day / spent candles / in the cemetery,[],3,"(3, 3, 6)",12
49099,dark clouds / a student drawing / with charcoal,"['dark', 'charcoal']",3,"(2, 5, 3)",10
49100,egrets / plucking shadows / at dusk,['dusk'],3,"(2, 4, 2)",8
49101,fading this / autumn night / the heron's legs,[],3,"(3, 3, 4)",10
49102,sculpting / clay the potter / at dawn,[],3,"(2, 4, 2)",8
49103,master wind / sweeping the temple / zealously,[],3,"(3, 5, 3)",11
49104,house cleaning / the forest fire / at dawn,[],3,"(4, 4, 2)",10
49105,metal birds / fly south to the / forest fire,['forest'],3,"(3, 4, 3)",10
49106,steady rain / she rants about her boss / all through supper,[],3,"(3, 6, 4)",13
49107,even my pee / stays inside this / cold winter night,[],3,"(4, 5, 4)",13
49108,snowfall / a milk mustache / on my daughter's face,['milk'],3,"(2, 5, 5)",12
49109,geese honking / children in the / bathtub playing,[],3,"(4, 4, 3)",11
49110,lakeside / below the egret / a city of lights,[],3,"(4, 5, 5)",14
49111,thousands of miles / away her first birthday / fresh mango,['mango'],3,"(5, 6, 3)",14
49112,swimming across / the moonlit sky / a gray carp,['gray'],3,"(4, 4, 3)",11
49113,half moon / darkness drinking from an / alabaster teacup,['alabaster'],3,"(2, 6, 6)",14
49114,floating / down river / an egret's shadow,['shadow'],3,"(2, 3, 5)",10
49115,dried wheat grass / a bleached blond / combing her hair,"['wheat', 'grass', 'blond']",3,"(3, 4, 4)",11
49116,no stars / in the sky tonight / hungry carp,['sky'],3,"(2, 5, 3)",10
49117,first frost warning / she no longer / pours his coffee,['coffee'],3,"(4, 4, 4)",12
49118,burning leaves / this foggy evening / two kinds of smoke,['smoke'],3,"(4, 6, 5)",15
49119,waiting for winter / eating rice balls / under a full moon,[],3,"(5, 4, 5)",14
49120,scooping steamed rice / the laborer / at sundown,[],3,"(5, 4, 3)",12
49121,windswept afternoon / tea scent / on my tongue,['tea'],3,"(5, 2, 4)",11
49122,thank you mango / for a moment i was / somewhere else,[],3,"(4, 6, 6)",16
49123,passing cars / replace sheep / this sleepless night,[],3,"(3, 4, 4)",11
49124,reoccurrence / of cancer / no spring this year,[],3,"(4, 3, 4)",11
49125,gentle / on my window / summer rain / and his whispers rising / falling rising,[],5,"(2, 4, 3, 6, 4)",19
49126,in memory of quentin crisp,[],1,"(8,)",8
49127,season of mists / a calling of wild geese / arrows south,[],3,"(4, 7, 3)",14
49128,afternoon card parties / the rumor mill's / farm system,[],3,"(6, 4, 3)",13
49129,amber leaves / caught between 'for sale' / and 'sold',['amber'],3,"(4, 6, 2)",12
49130,again and again / news of his wife's death,[],2,"(5, 6)",11
49131,old manor house / each empty room has / its own echo,[],3,"(5, 5, 4)",14
49132,slender grasses / and warm summer rain / touching the buddha,[],3,"(4, 5, 5)",14
49133,into dusk / the white rose / still whiter,['white'],3,"(3, 4, 3)",10
49134,carousel music / the little girl's smile / comes round again,[],3,"(5, 6, 5)",16
49135,winter ennui / coming down with a slight / touch of clouds,[],3,"(4, 6, 3)",13
49136,a ladder leans / into the scent of apples / orchard fog,[],3,"(4, 7, 3)",14
49137,brewing storm / how the clouds stir / in my coffee,['coffee'],3,"(3, 4, 4)",11
49138,skin mapping / the familiar constellations / on his back,[],3,"(3, 8, 3)",14
49139,recycling / old stories get a new twist / at the rumor mill,[],3,"(3, 7, 5)",15
49140,only the glow / of a paper lantern / new moon,[],3,"(4, 6, 2)",12
49141,alighting / on the edge of night / barn owl,[],3,"(3, 6, 2)",11
49142,brussel sprouts / only the bitterness left / on our table,[],3,"(3, 7, 4)",14
49143,a touch / of bluegrass / spring,[],3,"(2, 3, 1)",6
49144,the noir / of a beetle's carapace / passing rain,[],3,"(2, 8, 3)",13
49145,bobble and bounce / of the last marshmallow / hot cocoa,['cocoa'],3,"(5, 6, 3)",14
49146,cutting flowers / a honeybee lingers / in the empty space,[],3,"(4, 6, 6)",16
49147,the first scent / of pink jasmine / open book,"['pink', 'jasmine']",3,"(3, 5, 3)",11
49148,wet wooly mittens / drying by the hearth side / the smell of wet sheep,[],3,"(5, 5, 5)",15
49149,city hall scandal / the town's rumor mill / adds a third shift,[],3,"(5, 5, 4)",14
49150,the rhythmic lift / of her childbearing hips / high tide,[],3,"(4, 6, 2)",12
49151,another way out / a backdoor slammin' / in the wind,[],3,"(5, 5, 3)",13
49152,beware of dog / only the wildest flowers / go in there,[],3,"(5, 7, 4)",16
49153,the visual feast / of the first plum blossom / hunger moon,['plum'],3,"(4, 6, 3)",13
49154,left behind / his scent of aftershave / on my cheek,[],3,"(3, 7, 3)",13
49155,wolf call / in the distance / ice moon,['ice'],3,"(2, 5, 3)",10
49156,the hollow sound / of sacred earth landing / six feet below,['earth'],3,"(4, 6, 4)",14
49157,spring fever / my heartbeat quickens / through the avalanche zone,[],3,"(3, 5, 7)",15
49158,spring morning / the urge to skip / and the wisdom not to,[],3,"(3, 5, 6)",14
49159,mid april / even in the shadows / the ice melts,['ice'],3,"(3, 6, 4)",13
49160,power outage / hoarfrosted pines / shimmer in moonlight,[],3,"(5, 5, 5)",15
49161,red sky / our boat flag frayed / by 20 summers,"['red', 'sky']",3,"(2, 4, 4)",10
49162,rumble of thunder / slicing just picked peaches / for the pie,[],3,"(5, 7, 3)",15
49163,spring fever / my pockets full / of old grocery lists,[],3,"(3, 4, 6)",13
49164,spring rain / i read his letters / one last time,[],3,"(2, 5, 4)",11
49165,the familiar wail / of a common loon / your empty chair,[],3,"(5, 5, 4)",14
49166,thanksgiving evening / the call of wild ducks / out on the bay,['bay'],3,"(6, 5, 4)",15
49167,drumming rain / a patchwork of dreams / just before waking,[],3,"(3, 5, 6)",14
49168,the trail narrows / every shadow / a possible bear,['shadow'],3,"(4, 5, 5)",14
49169,lingering grief / calls of southbound geese / through misty rain,[],3,"(4, 6, 4)",14
49170,that cricket / it's there / or there,[],3,"(3, 3, 3)",9
49171,avalanche warnings / more tails of rain / and radiation,[],3,"(6, 4, 4)",14
49172,lingering light / through the willows / scent of rain,[],3,"(4, 4, 3)",11
49173,obsidian night / the white sound / of rain,['white'],3,"(4, 4, 2)",10
49174,a steady drizzle / all day the weight / of things unsaid,[],3,"(5, 4, 4)",13
49175,sleet ticking windows / the chemo drip / in its last hour,[],3,"(5, 4, 4)",13
49176,evening shadows / on the walls of the alamo / graffiti,[],3,"(5, 8, 3)",16
49177,autumn chill / faint chimes / from our oldest clock,[],3,"(3, 3, 5)",11
49178,dusty knickknacks / i try to recall / the scent of burning leaves,[],3,"(4, 5, 7)",16
49179,midsummer morning / the boat's gentle tug / at the anchor,[],3,"(5, 5, 4)",14
49180,an old woman / with a lost look in her eyes / chilled wind,[],3,"(4, 7, 3)",14
49181,woodsmoke and fog / along the river bank / three trails meet,[],3,"(5, 6, 3)",14
49182,winter returns / one stubborn maple still drips / eversoslowly,[],3,"(4, 8, 5)",17
49183,searcher's call / the lost child's name / streetlamps veiled with rain,[],3,"(3, 4, 6)",13
49184,journey's end / far off in the blue distance / dark clouds,"['blue', 'dark']",3,"(3, 8, 2)",13
49185,ice moon / a berry branch / forced into bloom,"['ice', 'berry']",3,"(3, 4, 5)",12
49186,avalanche warning / how very still / this winter night,[],3,"(6, 4, 4)",14
49187,our dusty truck / an amish man walks barefoot / across the village green,['green'],3,"(4, 8, 7)",19
49188,that long ago kiss / and still orion strides / the winter sky,"['winter sky', 'sky']",3,"(5, 6, 4)",15
49189,bitter cold / we don't chase the lone crow / from the sparrow's food,[],3,"(3, 7, 5)",15
49190,deepening snow / she leaves our atlas open / to her homeland,['snow'],3,"(4, 8, 5)",17
49191,warmed over coffee / the gray gray sound / of winter rain,"['coffee', 'gray', 'gray']",3,"(6, 4, 4)",14
49192,300 am / through sounds of winter rain / the mail plane landing,[],3,"(2, 6, 6)",14
49193,head cold / running out of tissue / before noon,[],3,"(2, 6, 4)",12
49194,no wind tonight / across this reach of prairie / all those stars,[],3,"(4, 7, 4)",15
49195,sipping fresh cider / both dippers / among the far stars,[],3,"(5, 3, 5)",13
49196,cool morning / at the top of the rise / deer pass in the fog,[],3,"(3, 6, 5)",14
49197,meditation room / books of wisdom / lean left and right,[],3,"(5, 4, 4)",13
49198,turning north / sand from both oceans / in little jars,['sand'],3,"(3, 5, 4)",12
49199,the wind all night / rips limbs from the trees / a long wait for dawn,[],3,"(4, 5, 5)",14
49200,nearly 60 / so many mountains around me / still unclimbed,[],3,"(3, 8, 4)",15
49201,a b 52 / thunders over the bay / blue heron lifting,"['bay', 'blue']",3,"(3, 6, 5)",14
49202,atop the high wall / the intertwining of / barbed wire roses,[],3,"(5, 6, 5)",16
49203,after brief rain / petrol rainbows appear / on the tarmac,['petrol'],3,"(4, 6, 4)",14
49204,patience / on the dock he sits beside / a can of worms,[],3,"(3, 8, 4)",15
49205,mist and rain / from the dark church / we walk into light,['dark'],3,"(3, 4, 5)",12
49206,uphill country walk / on the verge wild plants / thriving in a carrier bag,[],3,"(5, 6, 7)",18
49207,fading light / with its own tiny rainbow / the lake's fountain,[],3,"(3, 7, 5)",15
49208,recycling point / one bin's slot is sealed / with a spider's web,[],3,"(4, 7, 5)",16
49209,after warm rain / by the river the scent / of garlic earth,['earth'],3,"(4, 6, 4)",14
49210,after the storm / stuck to the window / two leaves side by side,[],3,"(4, 5, 6)",15
49211,five counties then / at the horizon / betelgeuse,[],3,"(4, 5, 4)",13
49212,concert in full flow / mingling with the music / the smell of cooking,[],3,"(5, 6, 5)",16
49213,washing up done / through netted windows / a fading sunset,['sunset'],3,"(4, 5, 5)",14
49214,the silence / between us / filled with sunlight,[],3,"(4, 3, 5)",12
49215,early storm warning / he sends the kids / to the neighbors,[],3,"(5, 4, 4)",13
49216,falling leaves more of the sky,['sky'],1,"(8,)",8
49217,moon on the wane / the sound of wings / at dusk,['dusk'],3,"(4, 4, 2)",10
49218,desert dream / the sound of foghorns / on the solent,['desert'],3,"(3, 5, 4)",12
49219,ageing skin / the warmth and softness / of a baked apple,['apple'],3,"(3, 5, 6)",14
49220,open windows / all the contrails / feathering,[],3,"(4, 4, 3)",11
49221,spring clarity / the local pub reveals / its old name,[],3,"(4, 6, 3)",13
49222,poetry books / banished to the bathroom / spring cleaning,[],3,"(3, 7, 3)",13
49223,solar flare / spring moon half hidden / in the clouds,[],3,"(4, 5, 3)",12
49224,february rain / the word 'spring' / on the scrabble board,[],3,"(4, 3, 5)",12
49225,february wind / the word 'crocus' / on the scrabble board,[],3,"(4, 4, 5)",13
49226,thin ice / he critiques her gravy / in front of the guest,['ice'],3,"(3, 7, 5)",15
49227,sudden rainstorm / my place in another world / kept by a bookmark,[],3,"(4, 8, 5)",17
49228,satie / the rain / eases,[],3,"(2, 2, 2)",6
49229,chinese market / a row of small gold buddhas / share a smile,['gold'],3,"(5, 7, 5)",17
49230,pension plans / the slow drone of a plane / coming in to land,[],3,"(3, 8, 5)",16
49231,strategic plan / the sound of distant / foghorns,[],3,"(4, 5, 2)",11
49232,light rain / water workers / dig a hole in the road,['water'],3,"(2, 4, 6)",12
49233,february sun / a street light still on / in the daytime,[],3,"(4, 5, 5)",14
49234,the smell of varnish / lingers in the hall / like winter,[],3,"(5, 5, 3)",13
49235,valentine's day / recycling / old gold,"['old gold', 'gold']",3,"(5, 3, 2)",10
49236,grey day / the only bright spot / a red traffic light,"['grey', 'red']",3,"(2, 5, 5)",12
49237,a hint of autumn / that slight pause before she plucks / her first gray hair,['gray'],3,"(5, 9, 4)",18
49238,cold rain / the greengrocer stacks cabbages / on cabbages,[],3,"(2, 8, 4)",14
49239,a window frames / the whole free world / in one white gull,"['white', 'gull']",3,"(5, 5, 6)",16
49240,between / the prime minister's words / birdsong,[],3,"(2, 7, 2)",11
49241,new year / fireworks / in a misty sky,['sky'],3,"(2, 3, 5)",10
49242,late summer / graffiti overgrown / with ivy,[],3,"(3, 6, 3)",12
49243,evening sky / over fallen petals / a dark rose,"['sky', 'dark rose']",3,"(4, 6, 3)",13
49244,a drop of ink / tadpoles wriggle / on the water's surface,[],3,"(4, 5, 7)",16
49245,spring storm / the grey dawn briefly / luminous,['grey'],3,"(2, 5, 3)",10
49246,too soon the darkness / your last words lingering / in mist,[],3,"(5, 6, 2)",13
49247,moon and mist / night settles into silence / and white breath,['white'],3,"(3, 8, 4)",15
49248,sweltering heat / the cicadas buzz louder / during her hot flash,[],3,"(4, 7, 5)",16
49249,my dead mother's voice / on the answering machine / again and again,[],3,"(6, 8, 5)",19
49250,summer sunset / the slow glide of a heron / into shadows,[],3,"(4, 8, 4)",16
49251,young girls in fog / the fleet movement of hands / fluffing tobacco,[],3,"(4, 7, 5)",16
49252,chechnya / blackened bones and ashes / smouldering,[],3,"(2, 8, 3)",13
49253,new leaves / pattered by rain / cardinal song,['cardinal'],3,"(3, 5, 4)",12
49254,new year / a magpie turns over / an old leaf,['leaf'],3,"(2, 6, 3)",11
49255,chirping birds / the instant i press / the stop button,[],3,"(3, 5, 4)",12
49256,tonights light rainfall / wraps me in soft silence / on my short walk home,[],3,"(5, 7, 5)",17
49257,examinations / blank sheets as students / observe the falling leaves,['blank'],3,"(5, 5, 8)",18
49258,marble moon / the staccato of high heels / at rush hour,"['marble', 'rush']",3,"(3, 7, 3)",13
49259,right turn / the clink of church keys / at the tea party,['tea'],3,"(2, 5, 5)",12
49260,sampling my husband's / home made wine / autumn evening,['wine'],3,"(5, 3, 5)",13
49261,stuck in traffic / dreaming of the monsoon / in a far away land,[],3,"(4, 6, 6)",16
49262,at the window / the drumming of rain / i catch up on sleep,[],3,"(4, 5, 5)",14
49263,this morning the sun / a fried egg on a plate / of blue china,['blue'],3,"(5, 7, 4)",16
49264,doves / on the tv antenna / war on tv,[],3,"(2, 6, 3)",11
49265,winter window / closed to the cold / purple orchid,"['purple', 'orchid']",3,"(4, 5, 4)",13
49266,sunflowers in bloom / white flags / marking bodies,['white'],3,"(5, 3, 4)",12
49267,honeysuckle breeze / someone honks when / the light turns green,['green'],3,"(6, 5, 4)",15
49268,i wake beside / my daughter's sick bed / a howling dog,[],3,"(5, 5, 4)",14
49269,night of meteorites / enjoying the sound of rain / instead,[],3,"(6, 6, 2)",14
49270,fall migration / custom combiners harvest / their way north,[],3,"(4, 7, 3)",14
49271,in winter's wind / the call of a friend / who now has cancer,[],3,"(4, 5, 5)",14
49272,harvest moon / i gather my thoughts / for winter,[],3,"(3, 5, 3)",11
49273,autumn melancholy / the click of mahjong tiles / from the computer,[],3,"(6, 7, 5)",18
49274,may clouds / new names and dates / in the family book,[],3,"(2, 6, 6)",14
49275,apricot blossoms / the birth of our first / granddaughter,['apricot'],3,"(5, 5, 3)",13
49276,blades of grass / between the flagstones / easter afternoon,['grass'],3,"(4, 6, 5)",15
49277,monday moon / the bent backs / of rice farmers,[],3,"(3, 3, 4)",10
49278,spring morning / finding an old flame / on facebook,['flame'],3,"(3, 6, 4)",13
49279,spring evening / an old love letter / from my husband,[],3,"(4, 5, 4)",13
49280,summer traffic / four cars a tractor / and the full moon,[],3,"(4, 5, 4)",13
49281,black ice / dad's last radiation / treatment,"['black', 'ice']",3,"(3, 5, 2)",10
49282,mid february / the first garden seeds display / at the hardware store,[],3,"(4, 7, 7)",18
49283,winter night / too many stars / above gaza,[],3,"(3, 4, 5)",12
49284,wall to wall clouds / and the hum of flies / summer dust,['dust'],3,"(4, 5, 3)",12
49285,dead end road / at the edge of the field / a new born calf,[],3,"(3, 7, 4)",14
49286,harvest moon / the sound of women / pounding rice,[],3,"(3, 5, 3)",11
49287,winter evening / a teacup of mint / and moon,['mint'],3,"(5, 5, 2)",12
49288,half moon / on the river the sound / of cracking ice,['ice'],3,"(2, 6, 5)",13
49289,falling snow / she brings his urn closer / to the window,['snow'],3,"(3, 6, 4)",13
